Zone,Apartment_Type,SPL,RT60 (material ac),RT60(seconds),Element,Material,Absortion_Coefficient,Height,Surface_Area(m),Facade_Dampening(Score),Comfort_Index
HD-Urban-V1,1Bed,0.332,0.09,0.437004,Ceiling,"Plaster (Gypsum or Lime, on Masonry)",0.01,3,9,6.370456,0.805
HD-Urban-V1,1Bed,0.321,3.6,0.298399,Ceiling,Plywood 12mm Thick Perforated 5mm Diameter Holes with 60mm Thick Fibreglass Between Mounting Battens,0.4,3,9,3.202635,0.805
GreenEdge-V3,1Bed,0.217,0.252,0.568028,Window,Glass Block + Plaster with Wallpaper Backing,0.028,3,9,6.818726,0.805
Roadside-V2,1Bed,0.411,0.36,0.442204,Window,Single Pane Glass + Plaster on Masonry,0.04,3,9,7.34998,0.908
Ind-Zone-V0,1Bed,0.589,0.486,0.437796,Window,Frosted Glass + Gypsum Board,0.054,3,9,5.95039,0.85
Roadside-V2,1Bed,0.396,2.889,0.535893,Window,Large Pane Glass + Acoustic Plaster,0.321,6,9,8.595572,0.715
HD-Urban-V0,1Bed,0.36,2.439,0.459884,Window,Glazed Ceramic Tile + Concrete Block (Coarse),0.271,6,9,7.893912,0.895
Ind-Zone-V0,1Bed,0.51,4.023,0.351351,Door,Hollow-Core Wood Door + Acoustic Plaster,0.447,6,9,7.941911,0.998
HD-Urban-V0,1Bed,0.406,0.18,0.373638,Wall,Plaster on Masonry,0.02,3,9,8.502147,0.407
HD-Urban-V1,1Bed,0.31,3.24,0.751928,Wall,Concrete Block (Coarse),0.36,3,9,7.647136,0.339
HD-Urban-V1,1Bed,0.344,3.24,0.243076,Wall,Concrete Block (Coarse),0.36,6,9,9.045415,0.48
GreenEdge-V3,1Bed,0.258,4.5,0.320789,Floor,Thick Pile Carpet,0.5,9,9,10.815969,0.758
Roadside-V1,1Bed,0.462,0.9,0.376399,Floor,Wood Flooring on Joists,0.1,9,9,9.189016,0.993
HD-Urban-V0,1Bed,0.349,0.27,0.442412,Wall,Unpainted Brick,0.03,6,9,6.147201,0.421
GreenEdge-V3,1Bed,0.253,0.36,0.476914,Wall,Plaster with Wallpaper Backing,0.04,6,9,5.176912,0.491
HD-Urban-V1,1Bed,0.306,0.45,0.541001,Wall,Gypsum Board,0.05,12,9,8.12074,0.42
HD-Urban-V1,1Bed,0.348,0.45,0.6618,Wall,Acoustic Plaster,0.5,12,9,7.538176,0.471
MD-Urban-V2,1Bed,0.283,0.45,0.588087,Wall,Gypsum Board,0.05,12,9,7.519235,0.46
HD-Urban-V1,2Bed,0.35,0.9,0.702035,Floor,Wood Flooring on Joists,0.1,9,9,7.893912,0.492
HD-Urban-V1,2Bed,0.283,0.27,0.541025,Floor,Vinyl Tile,0.03,9,9,6.168973,0.49
Roadside-V1,2Bed,0.473,1.26,0.775904,Ceiling,"Plaster (Gypsum or Lime, Rough Finish or Timber Lath)",0.14,9,9,7.941911,0.493
HD-Urban-V0,2Bed,0.342,1.8,0.528736,Ceiling,"Plaster Decorative Panels, Ceilings",0.2,9,9,11.256755,0.492
Roadside-V2,2Bed,0.382,6.57,0.918688,Ceiling,"Metal Deck (Perforated Channels, 75mm Batts)",0.73,9,9,12.610713,0.37
HD-Urban-V1,2Bed,0.319,4.5,0.576889,Ceiling,0.8mm Unperforated Metal Panels Backed with 25mm Thick Resin Bonded Fibreglass,0.5,9,9,12.655987,0.327
HD-Urban-V0,3Bed,0.362,0.27,1.008351,Window,Insulated Glazing Unit + Unpainted Brick,0.03,3,9,10.815969,0.422
MD-Urban-V2,3Bed,0.289,3.609,0.811537,Window,Glazed Ceramic Tile + Fiberglass Board,0.401,3,9,9.189016,0.478
Roadside-V1,3Bed,0.44,3.312,0.703911,Window,Single Pane Glass + Concrete Block (Painted),0.368,3,9,8.932948,0.412
HD-Urban-V1,3Bed,0.336,0.234,0.741177,Door,Solid Wood Door + Plaster on Masonry,0.026,3,9,7.770807,0.308
Roadside-V2,1Bed,0.377,1.35,0.300444,Wall,Wood Paneling,0.15,3,9,7.527176,0.488
Roadside-V2,1Bed,0.367,1.35,0.61898,Wall,Wood Paneling,0.15,3,9,7.508235,0.309
Roadside-V2,3Bed,0.361,4.5,0.600746,Floor,Thick Pile Carpet,0.5,3,9,6.169308,0.48
HD-Urban-V0,3Bed,0.424,4.5,0.589264,Floor,Medium Pile Carpet,0.5,3,9,7.448414,0.487
HD-Urban-V1,3Bed,0.35,1.35,0.817489,Ceiling,"75mm Woodwool Fixed Directly to Concrete, Pre-Screeded Surface Facing Backing",0.15,3,9,6.395835,0.327
HD-Urban-V1,3Bed,0.34,4.5,0.487223,Ceiling,0.8mm Unperforated Metal Panels Backed with 25mm Thick Resin Bonded Fibreglass,0.5,3,9,6.176084,0.487
GreenEdge-V3,3Bed,0.217,0.216,0.867405,Window,Glass Block + Unpainted Brick,0.024,3,9,6.101678,0.401
Roadside-V2,3Bed,0.434,0.684,0.730895,Window,Double Pane Glass + Painted Brick,0.076,3,9,7.448414,0.309
Ind-Zone-V0,3Bed,0.601,0.18,0.573521,Window,Wired Glass + Painted Brick,0.02,6,9,9.106449,0.488
Roadside-V2,3Bed,0.362,0.216,0.802993,Door,Plywood Door + Painted Brick,0.024,6,9,10.125804,0.497
HD-Urban-V0,1Bed,0.349,0.45,0.389137,Wall,Acoustic Plaster,0.5,6,9,9.071104,0.988
GreenEdge-V3,1Bed,0.253,1.35,0.360667,Wall,Wood Paneling,0.15,6,9,9.311779,0.993
Ind-Zone-V0,3Bed,0.522,2.7,0.878714,Floor,Thin Carpet on Wood,0.3,6,9,6.395835,0.399
HD-Urban-V1,3Bed,0.314,2.7,0.814961,Floor,Thin Carpet on Wood,0.3,6,9,6.06579,0.496
HD-Urban-V1,3Bed,0.332,1.26,0.90761,Ceiling,"Plaster (Gypsum or Lime, Rough Finish or Timber Lath)",0.14,6,9,3.893931,0.242
HD-Urban-V0,3Bed,0.384,1.8,0.683975,Ceiling,"Plaster Decorative Panels, Ceilings",0.2,9,9,7.618751,0.738
GreenEdge-V3,3Bed,0.218,3.447,1.433944,Window,Single Pane Glass + Acoustic Plaster,0.383,9,9,7.668323,0.917
Roadside-V1,3Bed,0.417,1.458,0.943974,Window,Double Pane Glass + Wood Paneling,0.162,9,9,1.269878,0.985
GreenEdge-V3,3Bed,0.14,2.484,0.973463,Window,Small Pane Glass + Concrete Block (Coarse),0.276,9,9,8.784418,0.963
HD-Urban-V1,3Bed,0.354,0.207,0.857397,Door,Single Pane Glass Door + Plaster on Masonry,0.023,9,9,6.959028,0.94
HD-Urban-V1,1Bed,0.306,0.45,0.583823,Wall,Acoustic Plaster,0.5,12,0,8.546606,0.998
HD-Urban-V1,1Bed,0.348,0.27,0.47574,Wall,Unpainted Brick,0.03,12,0,8.52521,0.987
MD-Urban-V2,3Bed,0.313,4.5,0.676629,Floor,Thick Pile Carpet,0.5,9,9,6.439524,0.984
HD-Urban-V1,3Bed,0.378,2.25,0.677578,Floor,Thin Carpet on Concrete,0.25,9,9,7.472681,0.988
HD-Urban-V0,1Bed,0.419,2.25,0.382963,Ceiling,"100mm Woodwool Fixed Directly to Concrete, Pre-Screeded Surface Facing Backing",0.25,3,9,4.721044,0.823
MD-Urban-V2,1Bed,0.353,0.9,0.530014,Ceiling,"Wood Panels, 18mm Alternate 15mm Slot & 35mm Wooden Slat with 25mm Rockwool Backing",0.1,3,0,6.68876,0.988
Roadside-V1,1Bed,0.522,0.324,0.526261,Window,Single Pane Glass + Painted Brick,0.036,3,0,5.576963,0.998
HD-Urban-V1,1Bed,0.345,0.621,0.474566,Window,Single Pane Glass + Gypsum Board,0.069,3,9,8.277808,0.998
GreenEdge-V3,1Bed,0.216,2.511,0.335958,Window,Large Pane Glass + Concrete Block (Coarse),0.279,3,9,6.159456,0.985
Roadside-V2,1Bed,0.377,1.35,0.370908,Door,Hollow-Core Wood Door + Wood Paneling,0.15,3,9,3.223635,0.502
MD-Urban-V2,1Bed,0.283,0.09,0.471331,Wall,Painted Brick,0.01,12,9,8.311517,0.908
GreenEdge-V3,1Bed,0.253,3.24,0.426214,Wall,Concrete Block (Coarse),0.36,3,9,9.995627,0.414
HD-Urban-V1,1Bed,0.332,2.25,0.437004,Floor,Thin Carpet on Concrete,0.25,3,9,5.84939,0.481
HD-Urban-V1,1Bed,0.321,2.25,0.298399,Floor,Thin Carpet on Concrete,0.25,3,9,8.595572,0.465
GreenEdge-V3,1Bed,0.217,2.25,0.568028,Ceiling,"Plasterboard 10mm Thick, Perforated 8mm Diameter Holes with 25mm Bitumen-Bonded Fibreglass",0.25,3,9,7.893912,0.483
Roadside-V2,1Bed,0.411,1.26,0.442204,Ceiling,"Plaster (Gypsum or Lime, Rough Finish or Timber Lath)",0.14,3,9,6.168973,0.372
Ind-Zone-V0,1Bed,0.589,0.846,0.437796,Window,Laminated Glass + Gypsum Board,0.094,3,9,7.941911,0.483
Roadside-V2,1Bed,0.396,2.781,0.535893,Window,Glazed Ceramic Tile + Acoustic Plaster,0.309,6,9,11.256755,0.488
HD-Urban-V0,1Bed,0.36,3.582,0.459884,Window,Single Pane Glass + Acoustic Plaster,0.398,6,9,12.610713,0.502
HD-Urban-V0,1Bed,0.393,0.972,0.523127,Door,Steel Door with Acoustic Treatment + Plaster with Wallpaper Backing,0.108,6,9,13.162987,0.5
Roadside-V2,1Bed,0.377,3.24,0.300444,Wall,Concrete Block (Coarse),0.36,3,9,9.79724,0.42
Roadside-V2,1Bed,0.367,0.18,0.61898,Wall,Plaster on Masonry,0.02,3,9,9.184559,0.471
HD-Urban-V1,1Bed,0.378,2.7,0.386177,Floor,Thin Carpet on Wood,0.3,9,9,8.932948,0.466
HD-Urban-V0,1Bed,0.384,0.09,0.47294,Floor,Marble,0.01,9,0,7.770807,0.477
GreenEdge-V3,1Bed,0.258,0.9,0.320789,Ceiling,Sprayed Cellulose Fiber (32mm on Solid Backing),0.1,9,9,7.448414,0.433
Roadside-V1,1Bed,0.462,2.25,0.376399,Ceiling,"Plasterboard 10mm Thick, Perforated 8mm Diameter Holes with 25mm Bitumen-Bonded Fibreglass",0.25,9,9,6.395835,0.922
GreenEdge-V3,1Bed,0.156,0.153,0.529723,Window,Glazed Ceramic Tile + Plaster on Masonry,0.017,9,9,6.169308,0.988
HD-Urban-V1,1Bed,0.328,2.565,0.358256,Window,Glass Block + Concrete Block (Painted),0.285,9,9,7.448414,0.823
HD-Urban-V0,1Bed,0.423,0.315,0.368363,Window,Wired Glass + Unpainted Brick,0.035,9,9,6.395835,0.975
Ind-Zone-V0,1Bed,0.538,2.952,0.519471,Door,Hollow-Core Wood Door + Concrete Block (Coarse),0.328,9,9,6.176084,0.823
HD-Urban-V0,1Bed,0.349,0.09,0.389137,Wall,Painted Brick,0.01,6,9,8.961991,0.975
GreenEdge-V3,1Bed,0.253,0.27,0.360667,Wall,Unpainted Brick,0.03,6,9,8.829705,0.994
HD-Urban-V1,1Bed,0.316,0.09,0.422482,Floor,Terrazzo,0.01,9,9,9.106449,0.984
Roadside-V1,1Bed,0.445,4.5,0.628229,Floor,Medium Pile Carpet,0.5,9,9,10.125804,0.917
HD-Urban-V0,1Bed,0.382,0.09,0.719982,Ceiling,"Plaster (Gypsum or Lime, on Masonry)",0.01,9,9,6.395835,0.94
HD-Urban-V0,2Bed,0.419,1.26,0.598513,Ceiling,"Plaster (Gypsum or Lime, Rough Finish or Timber Lath)",0.14,3,9,7.448414,0.985
MD-Urban-V2,2Bed,0.353,0.513,0.42602,Window,Single Pane Glass + Plaster with Wallpaper Backing,0.057,3,9,6.395835,0.975
Roadside-V1,2Bed,0.48,2.736,0.654028,Window,Frosted Glass + Concrete Block (Painted),0.304,3,9,6.06579,0.984
HD-Urban-V1,2Bed,0.307,3.42,0.671533,Window,Small Pane Glass + Acoustic Plaster,0.38,3,9,3.893931,0.978
GreenEdge-V3,2Bed,0.224,0.225,0.676471,Door,Sliding Wood Door + Plaster on Masonry,0.025,3,9,7.752751,0.983
HD-Urban-V1,1Bed,0.348,0.45,0.47574,Wall,Gypsum Board,0.05,12,9,6.067197,0.819
MD-Urban-V2,1Bed,0.283,0.18,0.471331,Wall,Plaster on Masonry,0.02,12,9,5.072478,0.94
HD-Urban-V0,2Bed,0.436,4.5,0.966967,Floor,Medium Pile Carpet,0.5,6,0,8.575418,0.868
HD-Urban-V1,2Bed,0.313,0.09,0.532231,Floor,Marble,0.01,6,9,6.959028,0.993
HD-Urban-V1,2Bed,0.302,2.7,0.773419,Ceiling,Perforated Underside of Structural Steel Decking,0.3,6,9,3.116381,0.738
GreenEdge-V3,2Bed,0.171,0.54,0.829541,Ceiling,"Mineral Wool Tiles, Glued/Screwed to Soffit",0.06,6,9,7.754969,0.985
Roadside-V2,2Bed,0.351,0.909,0.535032,Window,Double Pane Glass + Gypsum Board,0.101,6,9,6.439524,0.895
Ind-Zone-V0,2Bed,0.566,3.492,1.077524,Window,Frosted Glass + Acoustic Plaster,0.388,6,9,7.440681,0.998
Roadside-V2,2Bed,0.378,3.789,0.604884,Door,Laminated Glass Door + Concrete Block (Painted),0.421,6,9,4.721044,0.805
Roadside-V2,1Bed,0.377,0.09,0.300444,Wall,Painted Brick,0.01,3,9,6.008197,0.998
Roadside-V2,1Bed,0.367,0.27,0.61898,Wall,Unpainted Brick,0.03,3,9,4.610478,0.987
Roadside-V1,1Bed,0.427,0.45,0.317734,Wall,Acoustic Plaster,0.5,6,9,7.485024,0.477
HD-Urban-V1,2Bed,0.351,2.7,0.55919,Floor,Thin Carpet on Wood,0.3,6,9,6.370456,0.977
HD-Urban-V1,2Bed,0.374,0.09,0.846997,Floor,Marble,0.01,6,9,3.202635,0.926
HD-Urban-V0,2Bed,0.398,1.8,0.779976,Ceiling,"Plaster Decorative Panels, Ceilings",0.2,6,9,6.818726,0.989
GreenEdge-V3,2Bed,0.272,2.25,0.666667,Ceiling,"Plasterboard 10mm Thick, Perforated 8mm Diameter Holes with 25mm Bitumen-Bonded Fibreglass",0.25,6,9,7.34998,0.963
Roadside-V1,2Bed,0.476,2.376,1.082353,Window,Insulated Glazing Unit + Concrete Block (Coarse),0.264,6,9,5.95039,0.993
GreenEdge-V3,2Bed,0.21,3.384,0.613139,Window,Double Pane Glass + Acoustic Plaster,0.376,6,9,8.595572,0.963
HD-Urban-V1,2Bed,0.382,3.204,0.737123,Window,Wired Glass + Concrete Block (Painted),0.356,6,9,7.893912,0.963
HD-Urban-V0,2Bed,0.409,3.717,0.670833,Door,Hollow-Core Wood Door + Concrete Block (Painted),0.413,9,0,6.168973,0.963
GreenEdge-V3,1Bed,0.196,0.45,0.310484,Wall,Gypsum Board,0.05,9,9,7.483775,0.484
HD-Urban-V0,1Bed,0.39,0.09,0.589883,Wall,Painted Brick,0.01,6,9,6.629998,0.868
HD-Urban-V1,2Bed,0.35,2.25,0.702035,Floor,Thin Carpet on Concrete,0.25,9,9,12.610713,0.908
HD-Urban-V1,2Bed,0.283,0.9,0.541025,Floor,Wood Flooring on Joists,0.1,9,9,12.655987,0.967
Roadside-V1,2Bed,0.473,4.5,0.775904,Ceiling,"100mm Woodwool Slabs on 25mm Cavity, Pre-Screeded Surface Facing Cavity",0.5,9,9,10.815969,0.85
HD-Urban-V0,2Bed,0.342,0.72,0.528736,Ceiling,Sprayed Cellulose Fiber (25mm on Solid Backing),0.08,9,9,9.189016,0.811
Roadside-V2,2Bed,0.382,0.513,0.918688,Window,Single Pane Glass + Plaster with Wallpaper Backing,0.057,9,9,8.932948,0.984
HD-Urban-V1,2Bed,0.319,0.252,0.576889,Window,Glazed Ceramic Tile + Plaster with Wallpaper Backing,0.028,9,9,7.770807,0.875
HD-Urban-V0,3Bed,0.362,0.342,1.008351,Window,Frosted Glass + Unpainted Brick,0.038,3,9,7.448414,0.778
MD-Urban-V2,3Bed,0.289,1.278,0.811537,Door,Plywood Door + Wood Paneling,0.142,3,9,6.395835,0.993
Roadside-V1,1Bed,0.494,1.35,0.459889,Wall,Wood Paneling,0.15,12,9,8.83585,0.492
HD-Urban-V0,1Bed,0.397,0.18,0.450246,Wall,Plaster on Masonry,0.02,12,9,9.537283,0.95
GreenEdge-V3,3Bed,0.242,0.9,1.073731,Floor,Wood Flooring on Joists,0.1,3,9,6.395835,0.805
Roadside-V2,3Bed,0.352,0.09,0.661644,Floor,Marble,0.01,3,9,6.176084,0.975
Roadside-V2,3Bed,0.361,3.6,0.600746,Ceiling,"Plywood, 5mm, on Battens with 50mm Airspace Filled with Glass Wool",0.4,3,9,6.101678,0.984
HD-Urban-V0,3Bed,0.424,1.35,0.589264,Ceiling,"75mm Woodwool Fixed Directly to Concrete, Pre-Screeded Surface Facing Backing",0.15,3,9,7.448414,0.985
HD-Urban-V1,3Bed,0.35,0.234,0.817489,Window,Large Pane Glass + Plaster on Masonry,0.026,3,9,9.106449,0.985
HD-Urban-V1,3Bed,0.34,0.621,0.487223,Window,Single Pane Glass + Gypsum Board,0.069,3,0,10.125804,0.985
GreenEdge-V3,3Bed,0.217,1.143,0.867405,Window,Frosted Glass + Wood Paneling,0.127,3,0,6.395835,0.373
Roadside-V2,3Bed,0.434,5.238,0.730895,Door,Laminated Glass Door + Fiberglass Board,0.582,3,9,7.448414,0.502
Roadside-V2,1Bed,0.382,0.09,0.49652,Wall,Painted Brick,0.01,12,9,8.003487,0.306
HD-Urban-V1,1Bed,0.309,0.18,0.583823,Wall,Plaster on Masonry,0.02,12,9,9.645989,0.94
HD-Urban-V0,3Bed,0.354,2.7,0.83733,Floor,Thin Carpet on Wood,0.3,6,9,3.893931,0.487
HD-Urban-V0,3Bed,0.4,2.25,0.63096,Floor,Thin Carpet on Concrete,0.25,6,9,7.625751,0.483
Ind-Zone-V0,3Bed,0.522,0.54,0.878714,Ceiling,"Mineral Wool Tiles, Glued/Screwed to Soffit",0.06,6,9,7.668323,0.242
HD-Urban-V1,3Bed,0.314,3.6,0.814961,Ceiling,Plywood 12mm Thick Perforated 5mm Diameter Holes with 60mm Thick Fibreglass Between Mounting Battens,0.4,6,9,1.269878,0.479
HD-Urban-V1,3Bed,0.332,4.617,0.90761,Window,Double Pane Glass + Fiberglass Board,0.513,6,9,8.575418,0.371
HD-Urban-V0,3Bed,0.384,2.736,0.683975,Window,Frosted Glass + Concrete Block (Painted),0.304,9,9,6.959028,0.326
GreenEdge-V3,3Bed,0.218,0.684,1.433944,Window,Double Pane Glass + Plaster with Wallpaper Backing,0.076,9,9,3.116381,0.306
Roadside-V1,3Bed,0.417,0.441,0.943974,Door,Plywood Door + Plaster with Wallpaper Backing,0.049,9,9,7.754969,0.503
HD-Urban-V0,1Bed,0.265,5.85,0.382963,Wall,Fiberglass Board,0.65,3,9,6.986334,0.461
HD-Urban-V0,1Bed,0.378,0.36,0.530014,Wall,Plaster with Wallpaper Backing,0.04,6,9,9.463649,0.408
HD-Urban-V0,3Bed,0.384,0.27,0.742886,Floor,Vinyl Tile,0.03,9,9,4.721044,0.467
Ind-Zone-V0,3Bed,0.421,0.27,0.803438,Floor,Vinyl Tile,0.03,9,9,6.65976,0.309
MD-Urban-V2,3Bed,0.313,1.71,0.676629,Ceiling,"Metal Deck (Perforated Channels, 25mm Batts)",0.19,9,9,5.576963,0.423
HD-Urban-V1,3Bed,0.378,3.78,0.677578,Ceiling,"Mineral Wool Tiles, 180mm Airspace",0.42,9,9,8.279808,0.448
HD-Urban-V0,1Bed,0.419,0.342,0.382963,Window,Glass Block + Gypsum Board,0.038,3,9,6.370456,0.309
MD-Urban-V2,1Bed,0.353,0.432,0.530014,Window,Frosted Glass + Plaster with Wallpaper Backing,0.048,3,9,3.202635,0.425
Roadside-V1,1Bed,0.522,0.333,0.526261,Window,Insulated Glazing Unit + Plaster with Wallpaper Backing,0.037,3,9,6.818726,0.428
HD-Urban-V1,1Bed,0.345,4.023,0.474566,Door,Hollow-Core Wood Door + Acoustic Plaster,0.447,3,9,7.34998,0.997
Roadside-V1,1Bed,0.522,4.14,0.328868,Wall,Concrete Block (Painted),0.46,3,9,8.575418,0.487
HD-Urban-V1,1Bed,0.345,0.09,0.302984,Wall,Painted Brick,0.01,3,9,6.959028,0.488
Roadside-V2,1Bed,0.424,0.63,0.331463,Floor,Wood Parquet,0.07,3,9,7.893912,0.979
HD-Urban-V0,1Bed,0.406,0.9,0.347935,Floor,Wood Flooring on Joists,0.1,3,9,6.168973,0.984
HD-Urban-V1,1Bed,0.332,2.25,0.437004,Ceiling,"100mm Woodwool Fixed Directly to Concrete, Pre-Screeded Surface Facing Backing",0.25,3,9,7.941911,0.805
HD-Urban-V1,1Bed,0.321,2.25,0.298399,Ceiling,"Plasterboard 10mm Thick, Perforated 8mm Diameter Holes with 25mm Bitumen-Bonded Fibreglass",0.25,3,9,11.256755,0.963
GreenEdge-V3,1Bed,0.217,0.396,0.568028,Window,Insulated Glazing Unit + Gypsum Board,0.044,3,9,12.610713,0.917
Roadside-V2,1Bed,0.411,0.306,0.442204,Window,Glass Block + Gypsum Board,0.034,3,9,12.655987,0.895
Ind-Zone-V0,1Bed,0.589,0.657,0.437796,Window,Laminated Glass + Unpainted Brick,0.073,3,9,10.815969,0.917
Roadside-V2,1Bed,0.396,5.634,0.535893,Door,Steel Door with Acoustic Treatment + Fiberglass Board,0.626,6,9,9.189016,0.984
GreenEdge-V3,1Bed,0.258,0.27,0.489223,Wall,Unpainted Brick,0.03,9,9,7.941911,0.975
Roadside-V1,1Bed,0.462,4.14,0.32456,Wall,Concrete Block (Painted),0.46,9,9,11.256755,0.805
Ind-Zone-V0,1Bed,0.51,1.35,0.351351,Floor,Cork Floor Tiles,0.15,6,9,7.448414,0.994
HD-Urban-V1,1Bed,0.369,0.9,0.395666,Floor,Wood Flooring on Joists,0.1,6,9,6.395835,0.963
HD-Urban-V1,1Bed,0.378,0.09,0.386177,Ceiling,"Plaster (Gypsum or Lime, on Masonry)",0.01,9,9,6.169308,0.976
HD-Urban-V0,1Bed,0.384,2.7,0.47294,Ceiling,Plasterboard 10mm Thick Backed with 25mm Thick Bitumen,0.3,9,9,7.448414,0.834
GreenEdge-V3,1Bed,0.258,0.216,0.320789,Window,Glazed Ceramic Tile + Unpainted Brick,0.024,9,9,6.395835,0.99
Roadside-V1,1Bed,0.462,2.016,0.376399,Window,Glazed Ceramic Tile + Concrete Block (Coarse),0.224,9,9,6.176084,0.988
GreenEdge-V3,1Bed,0.156,1.071,0.529723,Window,Small Pane Glass + Wood Paneling,0.119,9,9,6.101678,0.997
HD-Urban-V1,1Bed,0.328,4.482,0.358256,Door,Steel Door with Acoustic Treatment + Acoustic Plaster,0.498,9,9,7.448414,0.975
HD-Urban-V0,1Bed,0.419,0.18,0.382963,Wall,Plaster on Masonry,0.02,3,9,3.116381,0.99
MD-Urban-V2,1Bed,0.353,0.09,0.530014,Wall,Painted Brick,0.01,3,9,7.754969,0.988
MD-Urban-V2,1Bed,0.285,4.5,0.391656,Floor,Medium Pile Carpet,0.5,9,9,6.395835,0.993
HD-Urban-V1,1Bed,0.363,2.7,0.605398,Floor,Thin Carpet on Wood,0.3,9,9,7.448414,0.805
HD-Urban-V1,1Bed,0.316,2.16,0.422482,Ceiling,Wood Tongue-and-Groove Roof Decking,0.24,9,9,6.395835,0.805
Roadside-V1,1Bed,0.445,2.7,0.628229,Ceiling,"50mm Woodwool Slabs on 25mm Cavity, Pre-Screeded Surface Facing Cavity",0.3,9,9,6.06579,0.895
HD-Urban-V0,1Bed,0.382,4.095,0.719982,Door,Laminated Glass Door + Acoustic Plaster,0.455,9,9,3.893931,0.984
HD-Urban-V1,1Bed,0.369,0.45,0.395666,Wall,Gypsum Board,0.05,6,9,11.256755,0.987
HD-Urban-V1,1Bed,0.378,0.27,0.386177,Wall,Unpainted Brick,0.03,9,9,12.610713,0.908
HD-Urban-V0,1Bed,0.384,1.35,0.47294,Wall,Wood Paneling,0.15,9,9,12.655987,0.846
Roadside-V2,1Bed,0.424,0.45,0.331463,Wall,Acoustic Plaster,0.5,3,9,6.818726,0.496
HD-Urban-V0,1Bed,0.406,0.09,0.347935,Wall,Painted Brick,0.01,3,9,7.34998,0.366
Roadside-V2,2Bed,0.422,0.27,0.807018,Floor,Vinyl Tile,0.03,6,9,3.125381,0.993
Roadside-V2,2Bed,0.394,0.9,0.73516,Floor,Wood Flooring on Joists,0.1,6,9,7.754969,0.979
HD-Urban-V0,2Bed,0.436,4.5,0.966967,Ceiling,0.8mm Unperforated Metal Panels Backed with 25mm Thick Resin Bonded Fibreglass,0.5,6,9,6.439524,0.981
HD-Urban-V1,2Bed,0.313,4.5,0.532231,Ceiling,"100mm Woodwool Slabs on 25mm Cavity, Pre-Screeded Surface Facing Cavity",0.5,6,9,7.472681,0.846
HD-Urban-V1,2Bed,0.302,0.288,0.773419,Window,Frosted Glass + Plaster on Masonry,0.032,6,9,4.721044,0.873
GreenEdge-V3,2Bed,0.171,0.162,0.829541,Window,Insulated Glazing Unit + Painted Brick,0.018,6,9,6.68876,0.869
Roadside-V2,2Bed,0.351,0.225,0.535032,Window,Glazed Ceramic Tile + Unpainted Brick,0.025,6,9,5.576963,0.868
Ind-Zone-V0,2Bed,0.566,3.87,1.077524,Door,Single Pane Glass Door + Acoustic Plaster,0.43,6,9,8.277808,0.489
Ind-Zone-V0,1Bed,0.51,1.35,0.351351,Wall,Wood Paneling,0.15,6,9,10.815969,0.489
HD-Urban-V1,1Bed,0.369,0.36,0.395666,Wall,Plaster with Wallpaper Backing,0.04,6,9,9.316016,0.498
HD-Urban-V0,2Bed,0.416,2.7,0.820731,Floor,Thin Carpet on Wood,0.3,6,9,6.818726,0.241
Ind-Zone-V0,2Bed,0.552,1.35,0.799007,Floor,Cork Floor Tiles,0.15,6,9,7.34998,0.486
HD-Urban-V1,2Bed,0.351,6.57,0.55919,Ceiling,"Metal Deck (Perforated Channels, 75mm Batts)",0.73,6,9,5.84939,0.309
HD-Urban-V1,2Bed,0.374,0.54,0.846997,Ceiling,"Mineral Wool Tiles, Glued/Screwed to Soffit",0.06,6,9,8.595572,0.479
HD-Urban-V0,2Bed,0.398,1.431,0.779976,Window,Double Pane Glass + Wood Paneling,0.159,6,9,7.893912,0.502
GreenEdge-V3,2Bed,0.272,0.378,0.666667,Window,Small Pane Glass + Gypsum Board,0.042,6,9,6.168973,0.398
Roadside-V1,2Bed,0.476,0.207,1.082353,Window,Small Pane Glass + Plaster on Masonry,0.023,6,9,7.941911,0.448
GreenEdge-V3,2Bed,0.21,1.422,0.613139,Door,Laminated Glass Door + Wood Paneling,0.158,6,0,11.256755,0.499
MD-Urban-V2,1Bed,0.285,0.09,0.391656,Wall,Painted Brick,0.01,9,9,6.101678,0.963
HD-Urban-V1,1Bed,0.363,5.85,0.605398,Wall,Fiberglass Board,0.65,9,9,7.448414,0.805
Ind-Zone-V0,2Bed,0.538,2.7,0.621622,Floor,Thin Carpet on Wood,0.3,9,9,10.815969,0.466
MD-Urban-V2,2Bed,0.252,2.7,0.606593,Floor,Thin Carpet on Wood,0.3,9,9,9.316016,0.488
HD-Urban-V1,2Bed,0.35,3.6,0.702035,Ceiling,"Plywood, 5mm, on Battens with 50mm Airspace Filled with Glass Wool",0.4,9,9,8.932948,0.241
HD-Urban-V1,2Bed,0.283,2.25,0.541025,Ceiling,"100mm Woodwool Fixed Directly to Concrete, Pre-Screeded Surface Facing Backing",0.25,9,9,7.770807,0.48
Roadside-V1,2Bed,0.473,0.225,0.775904,Window,Frosted Glass + Painted Brick,0.025,9,9,7.448414,0.478
HD-Urban-V0,2Bed,0.342,1.521,0.528736,Window,Laminated Glass + Wood Paneling,0.169,9,9,6.395835,0.353
Roadside-V2,2Bed,0.382,4.428,0.918688,Window,Insulated Glazing Unit + Fiberglass Board,0.492,9,9,6.169308,0.48
